"","Day","Visits","Year","Quarter","Percentage","Name"
"341","Thursday",2966356.20608209,"2023","Q3",14.8598055895959,"DowntownWest"
"342","Friday",3095720.78039101,"2023","Q3",15.5078506289846,"DowntownWest"
"343","Saturday",2876197.22032842,"2023","Q3",14.4081588865776,"DowntownWest"
"344","Sunday",1466554.75753947,"2022","Q3",11.7094660742349,"DowntownWest"
"345","Monday",1639470.55855815,"2022","Q3",13.0900839443269,"DowntownWest"
"346","Tuesday",1839430.14112442,"2022","Q3",14.6866284553593,"DowntownWest"
"347","Wednesday",1864380.01580654,"2022","Q3",14.8858366401507,"DowntownWest"
"348","Thursday",1926732.90317444,"2022","Q3",15.383683048893,"DowntownWest"
"349","Friday",1980683.65462853,"2022","Q3",15.8144439806506,"DowntownWest"
"350","Saturday",1807270.84870791,"2022","Q3",14.4298578563846,"DowntownWest"
"351","Sunday",2471766.66177564,"2023","Q3",12.9430015681298,"DowntownYonge"
"352","Monday",2544218.56901091,"2023","Q3",13.3223841220989,"DowntownYonge"
"353","Tuesday",2739090.26309374,"2023","Q3",14.3427978533393,"DowntownYonge"
"354","Wednesday",2813871.8383615,"2023","Q3",14.7343793326617,"DowntownYonge"
"355","Thursday",2802104.08076396,"2023","Q3",14.6727593960416,"DowntownYonge"
"356","Friday",2946732.50652921,"2023","Q3",15.4300824760976,"DowntownYonge"
"357","Saturday",2779537.89383785,"2023","Q3",14.554595251631,"DowntownYonge"
"358","Sunday",1535271.43540642,"2022","Q3",11.7696274687526,"DowntownYonge"
"359","Monday",1824113.39787126,"2022","Q3",13.9839344747672,"DowntownYonge"
"360","Tuesday",1915121.25276178,"2022","Q3",14.6816147182014,"DowntownYonge"
"361","Wednesday",1907163.5355055,"2022","Q3",14.6206096311215,"DowntownYonge"
"362","Thursday",1981658.13660414,"2022","Q3",15.1916967256536,"DowntownYonge"
"363","Friday",2059406.71255281,"2022","Q3",15.7877292929499,"DowntownYonge"
"364","Saturday",1821615.82400739,"2022","Q3",13.9647876885537,"DowntownYonge"
"365","Sunday",2052003.00790934,"2023","Q3",10.1110551401224,"FinancialDistrict"
"366","Monday",2625821.03278557,"2023","Q3",12.9384904155857,"FinancialDistrict"
"367","Tuesday",3220047.39605722,"2023","Q3",15.8664858920034,"FinancialDistrict"
"368","Wednesday",3312237.08749902,"2023","Q3",16.3207420748287,"FinancialDistrict"
"369","Thursday",3275924.8501799,"2023","Q3",16.1418168820392,"FinancialDistrict"
"370","Friday",3279322.16936586,"2023","Q3",16.1585568582894,"FinancialDistrict"
"371","Saturday",2529292.04215722,"2023","Q3",12.4628527371312,"FinancialDistrict"
"372","Sunday",1265686.86470736,"2022","Q3",8.76587321674175,"FinancialDistrict"
"373","Monday",2057058.29458342,"2022","Q3",14.2467404162675,"FinancialDistrict"
"374","Tuesday",2386997.72557959,"2022","Q3",16.531829486845,"FinancialDistrict"
"375","Wednesday",2314635.97950357,"2022","Q3",16.0306676990981,"FinancialDistrict"
"376","Thursday",2423387.7765244,"2022","Q3",16.7838591016161,"FinancialDistrict"
"377","Friday",2287097.32336664,"2022","Q3",15.8399409285303,"FinancialDistrict"
"378","Saturday",1703935.61008951,"2022","Q3",11.8010891509011,"FinancialDistrict"
"379","Sunday",102845.076781176,"2023","Q3",13.6919665328946,"GerrardIndiaBaz"
"380","Monday",98794.831307712,"2023","Q3",13.1527494190733,"GerrardIndiaBaz"
"381","Tuesday",99130.182155344,"2023","Q3",13.1973953343302,"GerrardIndiaBaz"
"382","Wednesday",106472.70116052,"2023","Q3",14.1749192725923,"GerrardIndiaBaz"
"383","Thursday",104310.198571497,"2023","Q3",13.8870210668357,"GerrardIndiaBaz"
"384","Friday",114613.474469405,"2023","Q3",15.2587163699906,"GerrardIndiaBaz"
"385","Saturday",124967.98022373,"2023","Q3",16.6372320042832,"GerrardIndiaBaz"
"386","Sunday",43746.146563513,"2022","Q3",15.483599134212,"GerrardIndiaBaz"
"387","Monday",33269.397148314,"2022","Q3",11.7754373664318,"GerrardIndiaBaz"
"388","Tuesday",39714.080280064,"2022","Q3",14.056481481121,"GerrardIndiaBaz"
"389","Wednesday",37386.855523313,"2022","Q3",13.2327788682193,"GerrardIndiaBaz"
"390","Thursday",40918.775708159,"2022","Q3",14.4828738048508,"GerrardIndiaBaz"
"391","Friday",42303.982453836,"2022","Q3",14.9731566675238,"GerrardIndiaBaz"
"392","Saturday",45192.918989483,"2022","Q3",15.9956726776412,"GerrardIndiaBaz"
"393","Sunday",351919.04123576,"2023","Q3",12.7518481310615,"Greektown"
"394","Monday",338721.544742962,"2023","Q3",12.273634532856,"Greektown"
"395","Tuesday",396585.521856129,"2023","Q3",14.3703458838965,"Greektown"
"396","Wednesday",398015.929788982,"2023","Q3",14.4221769660146,"Greektown"
"397","Thursday",419154.636875919,"2023","Q3",15.1881417217524,"Greektown"
"398","Friday",422508.693733981,"2023","Q3",15.3096765597843,"Greektown"
"399","Saturday",432843.94511122,"2023","Q3",15.6841762046347,"Greektown"
"400","Sunday",149250.388045544,"2022","Q3",11.6587726895209,"Greektown"
"401","Monday",174807.794999982,"2022","Q3",13.6552029977921,"Greektown"
"402","Tuesday",192016.826658477,"2022","Q3",14.9994955717715,"Greektown"
"403","Wednesday",177291.171010436,"2022","Q3",13.8491932231285,"Greektown"
"404","Thursday",191698.162057273,"2022","Q3",14.9746029185711,"Greektown"
"405","Friday",204137.898694198,"2022","Q3",15.9463394994044,"Greektown"
"406","Saturday",190952.986019512,"2022","Q3",14.9163930998115,"Greektown"
"407","Sunday",287972.777812956,"2023","Q3",13.4994375133663,"Leslieville"
"408","Monday",263437.062570324,"2023","Q3",12.3492650655428,"Leslieville"
"409","Tuesday",291877.632918183,"2023","Q3",13.6824872720695,"Leslieville"
"410","Wednesday",314600.613652078,"2023","Q3",14.7476832981115,"Leslieville"
"411","Thursday",310243.615188519,"2023","Q3",14.543438199143,"Leslieville"
"412","Friday",327770.238049651,"2023","Q3",15.3650420741032,"Leslieville"
"413","Saturday",337318.629389975,"2023","Q3",15.8126465776636,"Leslieville"
"414","Sunday",124465.837881953,"2022","Q3",12.7820420847868,"Leslieville"
"415","Monday",122751.771907048,"2022","Q3",12.6060157646321,"Leslieville"
"416","Tuesday",137794.068734689,"2022","Q3",14.1507872005109,"Leslieville"
"417","Wednesday",147261.507106508,"2022","Q3",15.1230475232067,"Leslieville"
"418","Thursday",146160.535465819,"2022","Q3",15.0099830383254,"Leslieville"
"419","Friday",144652.121629822,"2022","Q3",14.8550762023527,"Leslieville"
"420","Saturday",150669.65781419,"2022","Q3",15.4730481861854,"Leslieville"
"421","Sunday",345345.717609025,"2023","Q3",12.7451406975711,"LibertyVillage"
"422","Monday",354088.678005118,"2023","Q3",13.0678036254133,"LibertyVillage"
"423","Tuesday",387522.959149589,"2023","Q3",14.3017109697946,"LibertyVillage"
"424","Wednesday",398927.623366189,"2023","Q3",14.722605287105,"LibertyVillage"
"425","Thursday",398051.390963167,"2023","Q3",14.6902675319488,"LibertyVillage"
"426","Friday",423355.682651736,"2023","Q3",15.6241339196835,"LibertyVillage"
"427","Saturday",402334.509496987,"2023","Q3",14.8483379684837,"LibertyVillage"
"428","Sunday",181013.571566326,"2022","Q3",11.5731081750591,"LibertyVillage"
"429","Monday",222226.498955601,"2022","Q3",14.2080579346807,"LibertyVillage"
"430","Tuesday",233093.262931408,"2022","Q3",14.9028248182719,"LibertyVillage"
"431","Wednesday",233542.928206504,"2022","Q3",14.9315741812408,"LibertyVillage"
"432","Thursday",241980.791448058,"2022","Q3",15.4710492228957,"LibertyVillage"
"433","Friday",245897.500607882,"2022","Q3",15.7214641415378,"LibertyVillage"
"434","Saturday",206333.233490977,"2022","Q3",13.191921526314,"LibertyVillage"
"435","Sunday",141907.756020803,"2023","Q3",13.5143368908568,"PapeVillage"
"436","Monday",135289.035368251,"2023","Q3",12.8840146083175,"PapeVillage"
"437","Tuesday",152102.406377578,"2023","Q3",14.4852065830374,"PapeVillage"
"438","Wednesday",154211.187921235,"2023","Q3",14.6860327042398,"PapeVillage"
"439","Thursday",149668.888260776,"2023","Q3",14.2534547423864,"PapeVillage"
"440","Friday",150977.629256219,"2023","Q3",14.3780904015727,"PapeVillage"
"441","Saturday",165896.511674942,"2023","Q3",15.7988640695894,"PapeVillage"
"442","Sunday",57192.204093086,"2022","Q3",13.2571467599648,"PapeVillage"
"443","Monday",57813.745798748,"2022","Q3",13.4012200605145,"PapeVillage"
"444","Tuesday",62986.154106815,"2022","Q3",14.6001837502317,"PapeVillage"
"445","Wednesday",59395.543999728,"2022","Q3",13.7678807134404,"PapeVillage"
"446","Thursday",64063.409321633,"2022","Q3",14.8498913932093,"PapeVillage"
"447","Friday",62678.008617325,"2022","Q3",14.5287556588971,"PapeVillage"
"448","Saturday",67277.518968252,"2022","Q3",15.5949216637422,"PapeVillage"
"449","Sunday",717068.057291559,"2023","Q3",15.0561924122033,"QueenStreet"
"450","Monday",596807.606227656,"2023","Q3",12.5310980750834,"QueenStreet"
"451","Tuesday",636575.956522096,"2023","Q3",13.3661093796039,"QueenStreet"
"452","Wednesday",669176.570482171,"2023","Q3",14.0506205798278,"QueenStreet"
"453","Thursday",645915.320089516,"2023","Q3",13.5622068817151,"QueenStreet"
"454","Friday",723612.200588407,"2023","Q3",15.1935990079211,"QueenStreet"
"455","Saturday",773456.492866617,"2023","Q3",16.2401736636454,"QueenStreet"
"456","Sunday",324212.943767438,"2022","Q3",13.4645789646035,"QueenStreet"
"457","Monday",306563.134512404,"2022","Q3",12.731581547341,"QueenStreet"
"458","Tuesday",336210.111127581,"2022","Q3",13.9628218952993,"QueenStreet"
"459","Wednesday",315415.624729875,"2022","Q3",13.0992258868342,"QueenStreet"
"460","Thursday",359469.453101748,"2022","Q3",14.9287834730102,"QueenStreet"
"461","Friday",381390.938863126,"2022","Q3",15.8391838186153,"QueenStreet"
"462","Saturday",384632.943235569,"2022","Q3",15.9738244142963,"QueenStreet"
"463","Sunday",164156.379394083,"2023","Q3",12.3651585442551,"Riverside"
"464","Monday",155398.171639395,"2023","Q3",11.7054423160465,"Riverside"
"465","Tuesday",198648.800685879,"2023","Q3",14.9633168334582,"Riverside"
"466","Wednesday",196337.954457197,"2023","Q3",14.7892512254415,"Riverside"
"467","Thursday",193374.339495534,"2023","Q3",14.5660154974098,"Riverside"
"468","Friday",208719.363100127,"2023","Q3",15.7218868100964,"Riverside"
"469","Saturday",210936.965388605,"2023","Q3",15.8889287732924,"Riverside"
"470","Sunday",86713.442011552,"2022","Q3",12.5120338707675,"Riverside"
"471","Monday",90597.939058582,"2022","Q3",13.0725347284876,"Riverside"
"472","Tuesday",98695.289158995,"2022","Q3",14.2409155050958,"Riverside"
"473","Wednesday",98765.903831524,"2022","Q3",14.2511046194241,"Riverside"
"474","Thursday",103389.591754086,"2022","Q3",14.9182646185307,"Riverside"
"475","Friday",114310.094650517,"2022","Q3",16.4940030387373,"Riverside"
"476","Saturday",100568.078996619,"2022","Q3",14.5111436189569,"Riverside"
"477","Sunday",1396800.12049662,"2023","Q3",11.6583764261758,"StLawrenceMarket"
"478","Monday",1566001.54006206,"2023","Q3",13.0706141631226,"StLawrenceMarket"
"479","Tuesday",1789950.44905672,"2023","Q3",14.939801202112,"StLawrenceMarket"
"480","Wednesday",1835006.50562152,"2023","Q3",15.3158610692351,"StLawrenceMarket"
"481","Thursday",1796181.59671379,"2023","Q3",14.9918094056389,"StLawrenceMarket"
"482","Friday",1866946.57632304,"2023","Q3",15.5824485085207,"StLawrenceMarket"
"483","Saturday",1730199.33758234,"2023","Q3",14.441089225195,"StLawrenceMarket"
"484","Sunday",740132.576343893,"2022","Q3",10.6536600954138,"StLawrenceMarket"
"485","Monday",927478.460387876,"2022","Q3",13.3503652975262,"StLawrenceMarket"
"486","Tuesday",1052099.75765542,"2022","Q3",15.1441965436745,"StLawrenceMarket"
"487","Wednesday",1054235.96471472,"2022","Q3",15.1749456616441,"StLawrenceMarket"
"488","Thursday",1088665.22895966,"2022","Q3",15.670529412886,"StLawrenceMarket"
"489","Friday",1097308.66641333,"2022","Q3",15.7949452913794,"StLawrenceMarket"
"490","Saturday",987293.445799474,"2022","Q3",14.2113576974759,"StLawrenceMarket"
"491","Sunday",492203.402203318,"2023","Q3",14.6533194671741,"WestQueenWest"
"492","Monday",415500.651921357,"2023","Q3",12.3698124884308,"WestQueenWest"
"493","Tuesday",459334.286906266,"2023","Q3",13.6747775779977,"WestQueenWest"
"494","Wednesday",479721.986264401,"2023","Q3",14.2817369581201,"WestQueenWest"
"495","Thursday",468941.598921057,"2023","Q3",13.960795536312,"WestQueenWest"
"496","Friday",504200.18479617,"2023","Q3",15.0104740238561,"WestQueenWest"
"497","Saturday",539086.978837942,"2023","Q3",16.0490839481093,"WestQueenWest"
"498","Sunday",216037.783027975,"2022","Q3",13.8321030612486,"WestQueenWest"
"499","Monday",205505.751054101,"2022","Q3",13.157775868731,"WestQueenWest"
"500","Tuesday",223097.639356336,"2022","Q3",14.2841196435464,"WestQueenWest"
"501","Wednesday",220930.054174029,"2022","Q3",14.1453371527456,"WestQueenWest"
"502","Thursday",223561.488853736,"2022","Q3",14.3138182173932,"WestQueenWest"
"503","Friday",234214.289533056,"2022","Q3",14.9958777850393,"WestQueenWest"
"504","Saturday",238510.811798673,"2022","Q3",15.2709682712959,"WestQueenWest"
"505","Sunday",2899970.58291141,"2023","Q4",13.0809195617558,"DowntownWest"
"506","Monday",2927664.86466454,"2023","Q4",13.2058403709764,"DowntownWest"
"507","Tuesday",3212189.98054764,"2023","Q4",14.4892499945421,"DowntownWest"
"508","Wednesday",3329744.14457779,"2023","Q4",15.0195024643048,"DowntownWest"
"509","Thursday",3338008.55247491,"2023","Q4",15.0567807924247,"DowntownWest"
"510","Friday",3418236.53502475,"2023","Q4",15.4186657689553,"DowntownWest"
"511","Saturday",3043655.6833821,"2023","Q4",13.729041047041,"DowntownWest"
"512","Sunday",1168520.1285724,"2022","Q4",11.7539833682199,"DowntownWest"
"513","Monday",1365963.64508576,"2022","Q4",13.7400405635685,"DowntownWest"
"514","Tuesday",1394087.32488116,"2022","Q4",14.0229327932233,"DowntownWest"
"515","Wednesday",1464756.63112221,"2022","Q4",14.7337856316898,"DowntownWest"
"516","Thursday",1498439.60546285,"2022","Q4",15.0725980410881,"DowntownWest"
"517","Friday",1542947.7082572,"2022","Q4",15.5202989297625,"DowntownWest"
"518","Saturday",1506766.85229482,"2022","Q4",15.1563606724479,"DowntownWest"
"519","Sunday",2754315.32673482,"2023","Q4",13.0038797771263,"DowntownYonge"
"520","Monday",2894810.62871447,"2023","Q4",13.6671967178051,"DowntownYonge"
"521","Tuesday",3030733.41844886,"2023","Q4",14.3089255712595,"DowntownYonge"
"522","Wednesday",3158421.46521565,"2023","Q4",14.9117759395577,"DowntownYonge"
"523","Thursday",3117890.03107312,"2023","Q4",14.7204158974928,"DowntownYonge"
"524","Friday",3263233.58036409,"2023","Q4",15.4066227464382,"DowntownYonge"
"525","Saturday",2961315.25726757,"2023","Q4",13.9811833503204,"DowntownYonge"
"526","Sunday",1066139.10679486,"2022","Q4",11.674408643035,"DowntownYonge"
"527","Monday",1317333.710772,"2022","Q4",14.4250332445193,"DowntownYonge"
"528","Tuesday",1316784.6558065,"2022","Q4",14.4190209971551,"DowntownYonge"
"529","Wednesday",1321478.11783033,"2022","Q4",14.470415222606,"DowntownYonge"
"530","Thursday",1344200.52736201,"2022","Q4",14.7192295588747,"DowntownYonge"
"531","Friday",1411001.55204829,"2022","Q4",15.4507123972687,"DowntownYonge"
"532","Saturday",1355337.37126512,"2022","Q4",14.8411799365412,"DowntownYonge"
"533","Sunday",2245741.18474523,"2023","Q4",10.0849070374225,"FinancialDistrict"
"534","Monday",2989946.84895839,"2023","Q4",13.4268971969717,"FinancialDistrict"
"535","Tuesday",3527917.72866333,"2023","Q4",15.8427527494806,"FinancialDistrict"
"536","Wednesday",3669859.69866462,"2023","Q4",16.4801688426152,"FinancialDistrict"
"537","Thursday",3666805.58692381,"2023","Q4",16.4664538013641,"FinancialDistrict"
"538","Friday",3578741.17264129,"2023","Q4",16.0709846184604,"FinancialDistrict"
"539","Saturday",2589325.76617767,"2023","Q4",11.6278357536855,"FinancialDistrict"
"540","Sunday",937774.575706385,"2022","Q4",8.8534952019112,"FinancialDistrict"
"541","Monday",1548970.26902093,"2022","Q4",14.6237712131936,"FinancialDistrict"
"542","Tuesday",1661720.05752786,"2022","Q4",15.6882378104147,"FinancialDistrict"
"543","Wednesday",1692276.53740298,"2022","Q4",15.9767204105725,"FinancialDistrict"
"544","Thursday",1707328.30586809,"2022","Q4",16.118823601828,"FinancialDistrict"
"545","Friday",1682469.05713231,"2022","Q4",15.8841283508509,"FinancialDistrict"
"546","Saturday",1361600.84749846,"2022","Q4",12.8548234112291,"FinancialDistrict"
"547","Sunday",108814.831715676,"2023","Q4",13.564888658187,"GerrardIndiaBaz"
"548","Monday",105676.847150972,"2023","Q4",13.1737065871387,"GerrardIndiaBaz"
"549","Tuesday",99767.293836458,"2023","Q4",12.437019947394,"GerrardIndiaBaz"
"550","Wednesday",116981.699943017,"2023","Q4",14.5829728333244,"GerrardIndiaBaz"
"551","Thursday",115138.763277033,"2023","Q4",14.3532318110391,"GerrardIndiaBaz"
"552","Friday",125564.338283659,"2023","Q4",15.6528870320478,"GerrardIndiaBaz"
"553","Saturday",130236.283865399,"2023","Q4",16.235293130869,"GerrardIndiaBaz"
"554","Sunday",47624.289418357,"2022","Q4",14.0753303008404,"GerrardIndiaBaz"
"555","Monday",43347.009994527,"2022","Q4",12.8111829211172,"GerrardIndiaBaz"
"556","Tuesday",45545.972250198,"2022","Q4",13.4610849027669,"GerrardIndiaBaz"
"557","Wednesday",43966.167102791,"2022","Q4",12.9941744347621,"GerrardIndiaBaz"
"558","Thursday",44755.999063556,"2022","Q4",13.2276087991527,"GerrardIndiaBaz"
"559","Friday",56184.410019823,"2022","Q4",16.6052688333032,"GerrardIndiaBaz"
"560","Saturday",56929.060398404,"2022","Q4",16.8253498080575,"GerrardIndiaBaz"
"561","Sunday",385745.401609658,"2023","Q4",12.9928903612258,"Greektown"
"562","Monday",376903.350450819,"2023","Q4",12.6950674946518,"Greektown"
"563","Tuesday",423857.527425045,"2023","Q4",14.2766041011336,"Greektown"
"564","Wednesday",422638.203999961,"2023","Q4",14.2355341738944,"Greektown"
"565","Thursday",464968.472926709,"2023","Q4",15.6613257473815,"Greektown"
"566","Friday",452761.371261126,"2023","Q4",15.2501593850414,"Greektown"
"567","Saturday",442021.667638259,"2023","Q4",14.8884187366715,"Greektown"
"568","Sunday",138751.898322058,"2022","Q4",11.6681057670981,"Greektown"
"569","Monday",159058.434745874,"2022","Q4",13.3757495371787,"Greektown"
"570","Tuesday",169612.761782966,"2022","Q4",14.2632977845078,"Greektown"
"571","Wednesday",168238.88752314,"2022","Q4",14.147764156729,"Greektown"
"572","Thursday",178657.95523981,"2022","Q4",15.0239380007112,"Greektown"
"573","Friday",185626.199118551,"2022","Q4",15.6099206616429,"Greektown"
"574","Saturday",189209.164836023,"2022","Q4",15.9112240921323,"Greektown"
"575","Sunday",315000.283766682,"2023","Q4",13.6490687544396,"Leslieville"
"576","Monday",290915.402929152,"2023","Q4",12.6054627279211,"Leslieville"
"577","Tuesday",313549.606791688,"2023","Q4",13.5862104308362,"Leslieville"
"578","Wednesday",349048.417267817,"2023","Q4",15.1243858860951,"Leslieville"
"579","Thursday",342460.985287049,"2023","Q4",14.838950232052,"Leslieville"
"580","Friday",351644.744934864,"2023","Q4",15.2368856413741,"Leslieville"
"581","Saturday",345232.394439892,"2023","Q4",14.9590363272819,"Leslieville"
"582","Sunday",123657.130703312,"2022","Q4",12.7069524548215,"Leslieville"
"583","Monday",130129.888283786,"2022","Q4",13.3720901816866,"Leslieville"
"584","Tuesday",126214.802951341,"2022","Q4",12.9697777319881,"Leslieville"
"585","Wednesday",145890.963966854,"2022","Q4",14.9916913983937,"Leslieville"
"586","Thursday",148961.713955495,"2022","Q4",15.3072403188997,"Leslieville"
"587","Friday",146606.389252092,"2022","Q4",15.0652081865707,"Leslieville"
"588","Saturday",151684.569194017,"2022","Q4",15.5870397276397,"Leslieville"
"589","Sunday",357369.163413985,"2023","Q4",12.0857170869919,"LibertyVillage"
"590","Monday",397499.990752833,"2023","Q4",13.4428846194418,"LibertyVillage"
"591","Tuesday",437358.931021329,"2023","Q4",14.7908573176747,"LibertyVillage"
"592","Wednesday",444923.918453158,"2023","Q4",15.0466944385787,"LibertyVillage"
"593","Thursday",448418.925860008,"2023","Q4",15.1648906207356,"LibertyVillage"
"594","Friday",457912.831578454,"2023","Q4",15.485961016031,"LibertyVillage"
"595","Saturday",413470.806379265,"2023","Q4",13.9829949005462,"LibertyVillage"
"596","Sunday",145081.588395913,"2022","Q4",11.4690255149658,"LibertyVillage"
"597","Monday",178354.656351435,"2022","Q4",14.09933629087,"LibertyVillage"
"598","Tuesday",180091.638670102,"2022","Q4",14.2366486456085,"LibertyVillage"
"599","Wednesday",185197.866090463,"2022","Q4",14.6403073952599,"LibertyVillage"
"600","Thursday",194175.43900822,"2022","Q4",15.3500047041648,"LibertyVillage"
"601","Friday",201407.242145844,"2022","Q4",15.9216949897597,"LibertyVillage"
"602","Saturday",180677.755013499,"2022","Q4",14.2829824593714,"LibertyVillage"
"603","Sunday",152788.069896725,"2023","Q4",13.3978253723544,"PapeVillage"
"604","Monday",149060.861539382,"2023","Q4",13.0709903862733,"PapeVillage"
"605","Tuesday",164684.333232937,"2023","Q4",14.4409962093827,"PapeVillage"
"606","Wednesday",165565.538091108,"2023","Q4",14.5182681378456,"PapeVillage"
"607","Thursday",164365.621887613,"2023","Q4",14.4130487462613,"PapeVillage"
"608","Friday",169775.399767205,"2023","Q4",14.8874264865062,"PapeVillage"
"609","Saturday",174154.722091017,"2023","Q4",15.2714446613765,"PapeVillage"
"610","Sunday",63130.889790684,"2022","Q4",13.7946419808839,"PapeVillage"
"611","Monday",60531.097643581,"2022","Q4",13.2265650535207,"PapeVillage"
"612","Tuesday",63432.212218322,"2022","Q4",13.8604835209582,"PapeVillage"
"613","Wednesday",61608.735153662,"2022","Q4",13.462038110942,"PapeVillage"
"614","Thursday",67786.750718491,"2022","Q4",14.8119876071666,"PapeVillage"
"615","Friday",66761.493513899,"2022","Q4",14.5879600966632,"PapeVillage"
"616","Saturday",74396.724242709,"2022","Q4",16.2563236298653,"PapeVillage"
"617","Sunday",769668.014212868,"2023","Q4",15.0624496290712,"QueenStreet"
"618","Monday",644255.125224979,"2023","Q4",12.6081117998602,"QueenStreet"
"619","Tuesday",686443.55271268,"2023","Q4",13.4337418796201,"QueenStreet"
"620","Wednesday",727943.691885521,"2023","Q4",14.2459021153935,"QueenStreet"
"621","Thursday",710826.580804472,"2023","Q4",13.9109192153736,"QueenStreet"
"622","Friday",768491.894590043,"2023","Q4",15.0394328968575,"QueenStreet"
"623","Saturday",802217.368552001,"2023","Q4",15.6994424638239,"QueenStreet"
"624","Sunday",320459.309300802,"2022","Q4",14.0206918251648,"QueenStreet"
"625","Monday",302223.918603246,"2022","Q4",13.2228595080455,"QueenStreet"
"626","Tuesday",305169.356741315,"2022","Q4",13.3517279141906,"QueenStreet"
"627","Wednesday",309751.533319322,"2022","Q4",13.5522066764675,"QueenStreet"
"628","Thursday",336915.338301957,"2022","Q4",14.7406737529627,"QueenStreet"
"629","Friday",332999.736698457,"2022","Q4",14.569358887707,"QueenStreet"
"630","Saturday",378097.760155794,"2022","Q4",16.5424814354619,"QueenStreet"
"631","Sunday",177499.016041932,"2023","Q4",12.4266247733568,"Riverside"
"632","Monday",173366.653900341,"2023","Q4",12.1373199934979,"Riverside"
"633","Tuesday",212847.227181564,"2023","Q4",14.9013368367624,"Riverside"
"634","Wednesday",216873.567674827,"2023","Q4",15.1832190896067,"Riverside"
"635","Thursday",216010.648619873,"2023","Q4",15.122806522006,"Riverside"
"636","Friday",220064.223801829,"2023","Q4",15.4065954629253,"Riverside"
"637","Saturday",211715.388392993,"2023","Q4",14.8220973218449,"Riverside"
"638","Sunday",90214.79048677,"2022","Q4",12.6056072353593,"Riverside"
"639","Monday",91172.639994607,"2022","Q4",12.7394464275941,"Riverside"
"640","Tuesday",94657.342882709,"2022","Q4",13.2263598893704,"Riverside"
"641","Wednesday",103620.773994555,"2022","Q4",14.478809642537,"Riverside"
"642","Thursday",115793.456511694,"2022","Q4",16.1796843437234,"Riverside"
"643","Friday",114370.390037363,"2022","Q4",15.980840928487,"Riverside"
"644","Saturday",105842.519411267,"2022","Q4",14.789251532929,"Riverside"
"645","Sunday",1562032.71715463,"2023","Q4",11.6978459675224,"StLawrenceMarket"
"646","Monday",1801308.55955978,"2023","Q4",13.4897495028743,"StLawrenceMarket"
"647","Tuesday",1984439.39752018,"2023","Q4",14.8611909015323,"StLawrenceMarket"
"648","Wednesday",2063529.48759954,"2023","Q4",15.4534855962241,"StLawrenceMarket"
"649","Thursday",2037806.83179534,"2023","Q4",15.2608522011815,"StLawrenceMarket"
"650","Friday",2062671.99938308,"2023","Q4",15.4470639861228,"StLawrenceMarket"
"651","Saturday",1841376.38026567,"2023","Q4",13.7898118445425,"StLawrenceMarket"
"652","Sunday",645953.023213816,"2022","Q4",10.677803417194,"StLawrenceMarket"
"653","Monday",833751.208154927,"2022","Q4",13.7821655439167,"StLawrenceMarket"
"654","Tuesday",866830.853789295,"2022","Q4",14.328982325479,"StLawrenceMarket"
"655","Wednesday",913104.490223661,"2022","Q4",15.0938998589346,"StLawrenceMarket"
"656","Thursday",917791.640204686,"2022","Q4",15.1713798989463,"StLawrenceMarket"
"657","Friday",962367.428280169,"2022","Q4",15.9082314734902,"StLawrenceMarket"
"658","Saturday",909694.851899312,"2022","Q4",15.0375374820391,"StLawrenceMarket"
"659","Sunday",526309.500485896,"2023","Q4",14.3923376673997,"WestQueenWest"
"660","Monday",466007.404510631,"2023","Q4",12.7433305213636,"WestQueenWest"
"661","Tuesday",499716.757781789,"2023","Q4",13.6651386862936,"WestQueenWest"
"662","Wednesday",518101.889796584,"2023","Q4",14.1678942469901,"WestQueenWest"
"663","Thursday",521552.383301657,"2023","Q4",14.2622506429858,"WestQueenWest"
"664","Friday",552412.755249131,"2023","Q4",15.1061512246769,"WestQueenWest"
"665","Saturday",572772.241185004,"2023","Q4",15.6628970102902,"WestQueenWest"
"666","Sunday",201959.616389113,"2022","Q4",13.8670157471064,"WestQueenWest"
"667","Monday",190954.036973005,"2022","Q4",13.111347134748,"WestQueenWest"
"668","Tuesday",203769.763598182,"2022","Q4",13.9913046534805,"WestQueenWest"
"669","Wednesday",200741.056604322,"2022","Q4",13.7833466055888,"WestQueenWest"
"670","Thursday",204764.218468284,"2022","Q4",14.0595862316992,"WestQueenWest"
"671","Friday",219613.727371412,"2022","Q4",15.0791879594017,"WestQueenWest"
"672","Saturday",234600.458275084,"2022","Q4",16.1082116679755,"WestQueenWest"
