"","Name","Year","Quarter","target","control","yoy_growth"
"1","City of Toronto",2024,"Q1",11.3033333333333,11.1266666666667,1.58777711204313
"2","City of Toronto",2023,"Q4",11.35,11.1066666666667,2.19087635054021
"3","City of Toronto",2023,"Q3",11.2633333333333,11.09,1.56296964232041
"4","City of Toronto",2023,"Q2",11.2933333333333,11.4766666666667,-1.59744408945686
"5","City of Toronto",2023,"Q1",11.1266666666667,11.1166666666667,0.0899550224887537
